"La lavatrice sta allagando il bagno, chiudere l'acqua ora",urgente
"Rinnovare urgentemente il passaporto, parto tra due giorni",urgente
"Devo prenotare il taxi tra dieci minuti o perdo l'aereo",urgente
"Rispondere al recruiter entro oggi per confermare il colloquio",urgente
"Chiudere il rubinetto principale, perdita d'acqua importante in cantina",urgente
"Portare urgentemente i documenti in tribunale prima delle 12",urgente
"Il router è rotto e devo fare una call tra 15 minuti",urgente
"Mi hanno chiamato dall'ospedale, devo andare subito",urgente
"Pagare la multa entro oggi per evitare il raddoppio",urgente
"Serve sostituire il fusibile, siamo rimasti senza luce",urgente
"Confermare urgentemente la prenotazione del volo o la perdo",urgente
"Chiamare il farmacista di turno, serve l'insulina stasera",urgente
"Devo inviare il bonifico prima delle 16 per lo stipendio",urgente
"La caldaia fa uno strano rumore, rischio di dover chiamare subito qualcuno",urgente
"Rispondere al notaio, l'atto va firmato entro oggi",urgente
"Ho perso il cellulare con tutti i documenti, bloccare la SIM ora",urgente
"Portare il bambino al pronto soccorso, si è tagliato con il vetro",urgente
"Scade oggi il termine per iscrivere i figli a scuola",urgente
"Il vicino segnala una perdita di gas, uscire di casa subito",urgente
"Devo ritirare i referti delle analisi prima di mezzogiorno",urgente
"Rispondere entro un'ora alla proposta di lavoro, altrimenti decade",urgente
"Chiamare l'assistenza tecnica, il sito aziendale è down in questo momento",urgente
"Serve portare urgentemente il gatto in clinica, respira a fatica",urgente
"Pagare subito la retta scolastica, oggi è l'ultimo giorno utile",urgente
"Chiudere il gas prima di uscire, sento odore strano",urgente
"Devo consegnare le chiavi al nuovo inquilino entro oggi pomeriggio",urgente
"Rispondere all'avvocato, l'udienza è stata anticipata a domani mattina",urgente
"Il portone di casa si è bloccato, chiamare un fabbro urgentemente",urgente
"Chiamare il capo cantiere, c'è un problema serio in cantiere adesso",urgente
"Devo prendere l'antibiotico entro un'ora, altrimenti salto la dose",urgente
"Rispondere al cliente prima che scada l'offerta, mancano due ore",urgente
"Portare urgentemente i documenti alla posta prima della chiusura",urgente
"Mio figlio ha perso l'autobus, devo andarlo a prendere subito",urgente
"Il forno ha iniziato a fare fumo, spegnere tutto immediatamente",urgente
"Confermare entro stasera la presenza al matrimonio di domani",urgente
"Chiamare subito il numero di emergenza, sento puzza di bruciato",urgente
"Devo rinnovare la ricetta medica prima che chiuda l'ambulatorio",urgente
"Rispondere al messaggio della banca sul pagamento sospeso",urgente
"La macchina ha una gomma a terra e devo partire tra poco",urgente
"Serve pagare l'anticipo entro oggi per confermare la prenotazione",urgente
"Chiamare l'ufficio passaporti, l'appuntamento è tra un'ora",urgente
"Devo scrivere e inviare la lettera di dimissioni entro oggi",urgente
"Rispondere all'agenzia immobiliare prima che l'appartamento venga preso da altri",urgente
"C'è una perdita dal tetto, chiamare subito qualcuno prima che peggiori",urgente
"Portare urgentemente il cane a fare la puntura antidolorifica",urgente
"Devo confermare il pagamento della caparra entro le 14",urgente
"Chiamare il meccanico, i freni fanno un rumore preoccupante",urgente
"Rispondere subito al preside, riunione urgente dei genitori",urgente
"La stampante si è rotta e la scadenza è tra un'ora",urgente
"Devo ritirare il pacco urgente prima che il corriere se ne vada",urgente
"Chiamare l'elettricista, scintille dalla presa in cucina",urgente
"Serve confermare oggi stesso la disdetta dell'abbonamento",urgente
"Rispondere all'ospedale per confermare l'intervento di domattina",urgente
"Devo pagare il ticket sanitario prima che chiuda lo sportello",urgente
"Chiamare subito il fabbro, la porta blindata non si apre",urgente
"Consegnare il curriculum aggiornato entro questa sera, colloquio domani",urgente
