"Chiedere al cliente il feedback sulla prima bozza del sito",lavoro
"Ricordarmi di aggiornare l'elenco dei fornitori approvati",lavoro
"Fissare la call di allineamento settimanale con il team remoto",lavoro
"Preparare i badge visitatori per l'evento di giovedì",lavoro
"Rivedere le metriche di conversione prima della riunione con il capo",lavoro
"Devo scrivere l'annuncio di lavoro per la posizione di analista",lavoro
"Sistemare l'agenda della trasferta a Roma della prossima settimana",lavoro
"Contattare il broker assicurativo per la polizza aziendale",lavoro
"Preparare la checklist per la chiusura del progetto entro fine mese",lavoro
"Rispondere all'email del cliente che chiede uno sconto sul rinnovo",lavoro
"Ricordarmi di stampare i contratti da firmare domani mattina",lavoro
"Organizzare il turno di reperibilità per il weekend con il team tecnico",lavoro
